1,2472.106867969803,Alabama,0.90234375,0.16015625,0.5390625
2,73.16489030983594,Alaska,0.84765625,0.37109375,0.0078125
3,1487.950334424805,Arizona,0.84765625,0.37109375,0.0078125
4,386.7139943106491,Arkansas,0.10546875,0.6171875,0.46484375
5,2022.0323187933027,California,0.90234375,0.16015625,0.5390625
6,3270.8200456216464,Colorado,0.45703125,0.4375,0.69921875
7,8875.680362354295,Connecticut,0.10546875,0.6171875,0.46484375
8,4452.316639615726,Delaware,0.8984375,0.66796875,0.0078125
9,8871.417939033097,District of Columbia,0.90234375,0.16015625,0.5390625
10,2179.12722340211,Florida,0.8984375,0.66796875,0.0078125
11,3611.238609738839,Georgia,0.45703125,0.4375,0.69921875
12,46.97252703406425,Hawaii,0.90234375,0.16015625,0.5390625
13,460.12884635831824,Idaho,0.45703125,0.4375,0.69921875
14,7556.594093153054,Illinois,0.3984375,0.6484375,0.1171875
15,4217.398609634369,Indiana,0.45703125,0.4375,0.69921875
16,2414.451788815976,Iowa,0.45703125,0.4375,0.69921875
17,2698.2909550451172,Kansas,0.84765625,0.37109375,0.0078125
18,1100.1146007757814,Kentucky,0.90234375,0.16015625,0.5390625
19,1806.7246030403999,Louisiana,0.84765625,0.37109375,0.0078125
20,491.9574110444237,Maine,0.10546875,0.6171875,0.46484375
21,6076.87895879398,Maryland,0.10546875,0.6171875,0.46484375
22,12623.702722397224,Massachusetts,0.90234375,0.16015625,0.5390625
23,3060.5011793965114,Michigan,0.8984375,0.66796875,0.0078125
24,1461.0462643658445,Minnesota,0.3984375,0.6484375,0.1171875
25,1257.550471960433,Mississippi,0.3984375,0.6484375,0.1171875
26,1783.768791460861,Missouri,0.8984375,0.66796875,0.0078125
27,33.8886749851741,Montana,0.8984375,0.66796875,0.0078125
28,5354.586993289226,Nebraska,0.10546875,0.6171875,0.46484375
29,2143.074887903785,Nevada,0.3984375,0.6484375,0.1171875
30,1723.7111715510061,New Hampshire,0.45703125,0.4375,0.69921875
31,13787.75301250641,New Jersey,0.84765625,0.37109375,0.0078125
32,2000.7585380824105,New Mexico,0.10546875,0.6171875,0.46484375
33,14584.762384348001,New York,0.8984375,0.66796875,0.0078125
34,710.8665478362341,North Carolina,0.10546875,0.6171875,0.46484375
35,942.7500731083446,North Dakota,0.84765625,0.37109375,0.0078125
36,2433.0763607400436,Ohio,0.3984375,0.6484375,0.1171875
37,352.7461334348681,Oklahoma,0.90234375,0.16015625,0.5390625
38,543.1526517417883,Oregon,0.84765625,0.37109375,0.0078125
39,4917.03568535423,Pennsylvania,0.45703125,0.4375,0.69921875
40,11457.910389579094,Rhode Island,0.84765625,0.37109375,0.0078125
41,759.6911758858665,South Carolina,0.84765625,0.37109375,0.0078125
42,1416.0571321284135,South Dakota,0.90234375,0.16015625,0.5390625
43,1197.9254606823613,Tennessee,0.8984375,0.66796875,0.0078125
44,707.977710467271,Texas,0.8984375,0.66796875,0.0078125
45,1013.1855949288539,Utah,0.90234375,0.16015625,0.5390625
46,206.7449220526957,Vermont,0.3984375,0.6484375,0.1171875
47,3170.7818131492463,Virginia,0.84765625,0.37109375,0.0078125
48,2693.82732866021,Washington,0.10546875,0.6171875,0.46484375
49,317.2363813466091,West Virginia,0.8984375,0.66796875,0.0078125
50,1315.905939644733,Wisconsin,0.90234375,0.16015625,0.5390625
51,446.2115951125985,Wyoming,0.3984375,0.6484375,0.1171875
